-3.0	-0.3432776863995941	-0.017784975564765035
-2.9999	-0.34328467322074063	-0.017785923417305522
-2.9998	-0.34329166024710106	-0.017786869920868212
-2.9997	-0.3432986474790467	-0.01778781507516197
-2.9996	-0.3433056349169379	-0.017788758879895027
-2.9995	-0.34331262256117306	-0.017789701334775712
-2.9994	-0.3433196104121088	-0.01779064243951161
-2.9993	-0.34332659847012753	-0.017791582193812626
-2.9992	-0.3433335867356	-0.017792520597385342
-2.9991	-0.3433405752088992	-0.017793457649939257
-2.999	-0.3433475638904115	-0.01779439335118332
-2.9989	-0.34335455278050325	-0.017795327700823184
-2.9988	-0.3433615418795507	-0.01779626069856823
-2.9987	-0.3433685311879271	-0.01779719234412929
-2.9986	-0.34337552070601124	-0.017798122637213355
-2.9985	-0.34338251043418344	-0.017799051577527498
-2.9984	-0.34338950037281235	-0.017799979164783226
-2.9983	-0.34339649052227733	-0.01780090539868451
-2.9982	-0.3434034808829507	-0.01780183027894583
-2.9981	-0.3434104714552061	-0.01780275380527305
-2.998	-0.3434174622394324	-0.017803675977373028
-2.9979	-0.343424453236	-0.01780459679495714
-2.9978	-0.3434314444452721	-0.017805516257732617
-2.9977	-0.34343843586763906	-0.017806434365409716
-2.9976	-0.34344542750347773	-0.017807351117695717
-2.9975	-0.3434524193531696	-0.01780826651430021
-2.9974	-0.3434594114170735	-0.017809180554931824
-2.9973	-0.3434664036955781	-0.017810093239299454
-2.9972	-0.3434733961890607	-0.017811004567113015
-2.9971	-0.34348038889789484	-0.017811914538080415
-2.997	-0.3434873818224618	-0.0178128231519107
-2.9969	-0.3434943749631321	-0.017813730408313248
-2.9968	-0.3435013683202864	-0.01781463630699847
-2.9967	-0.3435083618943086	-0.017815540847671757
-2.9966	-0.3435153556855695	-0.01781644403004509
-2.9965	-0.34352234969444634	-0.0178173458538282
-2.9964	-0.3435293439213251	-0.01781824631872817
-2.9963	-0.34353633836656455	-0.017819145424456197
-2.9962	-0.3435433330305678	-0.017820043170719554
-2.9961	-0.343550327913691	-0.017820939557230103
-2.996	-0.3435573230163291	-0.017821834583695066
-2.9959	-0.3435643183388525	-0.017822728249824636
-2.9958	-0.3435713138816483	-0.017823620555328067
-2.9957	-0.3435783096450768	-0.017824511499913744
-2.9956	-0.34358530562952855	-0.017825401083294817
-2.9955	-0.3435923018353852	-0.01782628930517601
-2.9954	-0.3435992982630127	-0.017827176165269628
-2.9953	-0.34360629491281086	-0.01782806166328533
-2.9952	-0.34361329178513633	-0.017828945798931326
-2.9951	-0.34362028888037943	-0.01782982857191809
-2.995	-0.3436272861989285	-0.017830709981956468
-2.9949	-0.34363428374113836	-0.017831590028753903
-2.9948	-0.3436412815074188	-0.01783246871202049
-2.9947	-0.34364827949812476	-0.01783334603146895
-2.9946	-0.3436552777136415	-0.017834221986803223
-2.9945	-0.343662276154357	-0.01783509657774027
-2.9944	-0.34366927482064286	-0.01783596980398541
-2.9943	-0.3436762737128867	-0.01783684166525001
-2.9942	-0.34368327283146444	-0.01783771216124225
-2.9941	-0.3436902721767631	-0.017838581291674527
-2.994	-0.34369727174914544	-0.017839449056255955
-2.9939	-0.3437042715490088	-0.017840315454697064
-2.9938	-0.34371127157671755	-0.017841180486704147
-2.9937	-0.3437182718326704	-0.017842044151992656
-2.9936	-0.34372527231723854	-0.01784290645027068
-2.9935	-0.3437322730308052	-0.017843767381248158
-2.9934	-0.3437392739737548	-0.017844626944636253
