trial,sweep,seg,pos,site,residual
1,11,right,5,1,0.014468278211968213
1,12,right,1,5,0.014468278214417016
1,12,right,2,4,0.014468278214417018
1,12,right,3,3,0.01446827821441786
1,12,right,4,2,0.014468278214795955
1,12,right,5,1,0.014468278215313055
1,13,right,1,5,0.014468278215640933
1,13,right,2,4,0.014468278215640935
1,13,right,3,3,0.014468278215641053
1,13,right,4,2,0.014468278215692064
1,13,right,5,1,0.014468278215760914
1,14,right,1,5,0.014468278215804825
1,14,right,2,4,0.014468278215804823
1,14,right,3,3,0.014468278215804837
1,14,right,4,2,0.014468278215811705
1,14,right,5,1,0.014468278215820888
1,15,right,1,5,0.014468278215826774
1,15,right,2,4,0.014468278215826772
1,15,right,3,3,0.014468278215826769
1,15,right,4,2,0.014468278215827694
1,15,right,5,1,0.014468278215828922
1,16,right,1,5,0.0144682782158297
1,16,right,2,4,0.014468278215829706
1,16,right,3,3,0.014468278215829706
1,16,right,4,2,0.014468278215829834
1,16,right,5,1,0.014468278215829997
1,17,right,1,5,0.014468278215830103
1,17,right,2,4,0.0144682782158301
1,17,right,3,3,0.0144682782158301
1,17,right,4,2,0.014468278215830119
1,17,right,5,1,0.014468278215830134
2,1,left,1,1,0.039258207225829955
2,1,left,2,2,0.043626579849264144
2,1,left,3,3,0.04538811305118861
2,1,left,4,4,0.04572320633341238
2,1,left,5,5,0.045798202730756264
2,2,left,1,1,0.04588831832360815
2,2,left,2,2,0.04588831832360816
2,2,left,3,3,0.04588832469932157
2,2,left,4,4,0.045890318685192714
2,2,left,5,5,0.04593815369255894
2,3,left,1,1,0.04597012054363008
2,3,left,2,2,0.04597012054363008
2,3,left,3,3,0.04597012069981862
2,3,left,4,4,0.04597016069217622
2,3,left,5,5,0.04598908503219844
2,4,left,1,1,0.04600015668646978
2,4,left,2,2,0.046000156686469756
2,4,left,3,3,0.0460001570229001
2,4,left,4,4,0.04600020012344804
2,4,left,5,5,0.046006729631637364
2,5,left,1,1,0.046010722761422956
2,5,left,2,2,0.046010722761422956
2,5,left,3,3,0.0460107230051297
2,5,left,4,4,0.046010740174340606
2,5,left,5,5,0.04601319586310176
2,6,left,1,1,0.04601474954217859
2,6,left,2,2,0.046014749542178594
2,6,left,3,3,0.04601474966463163
2,6,left,4,4,0.0460147553167207
2,6,left,5,5,0.046015737350322605
2,7,left,1,1,0.04601637069442579
2,7,left,2,2,0.04601637069442577
2,7,left,3,3,0.04601637075083462
2,7,left,4,4,0.046016372685031476
2,7,left,5,5,0.046016779694105864
2,8,left,1,1,0.04601704515776615
2,8,left,2,2,0.04601704515776615
2,8,left,3,3,0.04601704518306835
2,8,left,4,4,0.04601704588918966
2,8,left,5,5,0.046017218213659804
2,9,left,1,1,0.0460173313813726
2,9,left,2,2,0.0460173313813726
2,9,left,3,3,0.046017331392602986
2,9,left,4,4,0.04601733166493175
2,9,left,5,5,0.04601740558772199
2,10,left,1,1,0.0460174543419229
2,10,left,2,2,0.0460174543419229
2,10,left,3,3,0.04601745434688336
2,10,left,4,4,0.046017454456287334
2,10,left,5,5,0.04601748642918155
2,11,left,1,1,0.04601750757371759
2,11,left,2,2,0.04601750757371758
2,11,left,3,3,0.04601750757590319
2,11,left,4,4,0.04601750762113867
2,11,left,5,5,0.046017521522794556
2,12,left,1,1,0.04601753073248838
2,12,left,2,2,0.04601753073248838
2,12,left,3,3,0.04601753073345007
2,12,left,4,4,0.046017530752527507
2,12,left,5,5,0.046017536817446386
2,13,left,1,1,0.04601754083998002
2,13,left,2,2,0.04601754083997999
2,13,left,3,3,0.04601754084040283
2,13,left,4,4,0.04601754084855704
2,13,left,5,5,0.04601754350037482
2,14,left,1,1,0.046017545260497894
2,14,left,2,2,0.046017545260497894
2,14,left,3,3,0.04601754526068369
2,14,left,4,4,0.046017545264200536
2,14,left,5,5,0.0460175464253589
2,15,left,1,1,0.04601754719644737
2,15,left,2,2,0.04601754719644736
2,15,left,3,3,0.04601754719652901
2,15,left,4,4,0.046017547198054946
2,15,left,5,5,0.04601754770697893
2,16,left,1,1,0.046017548045048706
2,16,left,2,2,0.04601754804504869
2,16,left,3,3,0.04601754804508456
2,16,left,4,4,0.046017548045749306
2,16,left,5,5,0.04601754826894571
2,17,left,1,1,0.04601754841724304
2,17,left,2,2,0.04601754841724304
2,17,left,3,3,0.04601754841725878
2,17,left,4,4,0.04601754841754917
2,17,left,5,5,0.04601754851547596
2,18,left,1,1,0.04601754858055022
2,18,left,2,2,0.04601754858055022
2,18,left,3,3,0.046017548580557135
2,18,left,4,4,0.0460175485806842
2,18,left,5,5,0.0460175486236611
2,19,left,1,1,0.046017548652222726
2,19,left,2,2,0.046017548652222726
2,19,left,3,3,0.04601754865222577
2,19,left,4,4,0.04601754865228143
2,19,left,5,5,0.04601754867114602
2,20,left,1,1,0.04601754868368387
2,20,left,2,2,0.04601754868368386
2,20,left,3,3,0.04601754868368519
2,20,left,4,4,0.046017548683709594
2,20,left,5,5,0.04601754869199113
2,21,left,1,1,0.04601754869749549
2,21,left,2,2,0.0460175486974955
2,21,left,3,3,0.04601754869749609
2,21,left,4,4,0.04601754869750679
2,21,left,5,5,0.04601754870114267
2,22,left,1,1,0.04601754870355931
2,22,left,2,2,0.046017548703559306
2,22,left,3,3,0.04601754870355959
2,22,left,4,4,0.046017548703564275
2,22,left,5,5,0.046017548705160644
2,23,left,1,1,0.046017548706221746
2,23,left,2,2,0.046017548706221725
2,23,left,3,3,0.04601754870622185
2,23,left,4,4,0.046017548706223904
2,23,left,5,5,0.04601754870692481
2,24,left,1,1,0.04601754870739071
2,24,left,2,2,0.04601754870739071
2,24,left,3,3,0.04601754870739075
2,24,left,4,4,0.04601754870739165
2,24,left,5,5,0.04601754870769942
2,25,left,1,1,0.046017548707903984
2,25,left,2,2,0.046017548707903984
2,25,left,3,3,0.04601754870790399
2,25,left,4,4,0.04601754870790441
2,25,left,5,5,0.046017548708039556
2,26,left,1,1,0.046017548708129345
2,26,left,2,2,0.04601754870812935
2,26,left,3,3,0.046017548708129366
2,26,left,4,4,0.04601754870812954
2,26,left,5,5,0.04601754870818888
2,27,left,1,1,0.04601754870822833
2,27,left,2,2,0.046017548708228335
2,27,left,3,3,0.046017548708228335
2,27,left,4,4,0.04601754870822841
2,27,left,5,5,0.04601754870825449
2,28,left,1,1,0.046017548708271794
2,28,left,2,2,0.046017548708271794
2,28,left,3,3,0.0460175487082718
2,28,left,4,4,0.046017548708271835
2,28,left,5,5,0.046017548708283285
2,29,left,1,1,0.046017548708290903
2,29,left,2,2,0.0460175487082909
2,29,left,3,3,0.0460175487082909
2,29,left,4,4,0.0460175487082909
2,29,left,5,5,0.04601754870829589
2,30,left,1,1,0.04601754870829923
2,30,left,2,2,0.046017548708299244
2,30,left,3,3,0.046017548708299244
2,30,left,4,4,0.04601754870829927
2,30,left,5,5,0.046017548708301464
2,31,left,1,1,0.046017548708302915
2,31,left,2,2,0.046017548708302915
2,31,left,3,3,0.04601754870830292
2,31,left,4,4,0.04601754870830294
2,31,left,5,5,0.04601754870830389
2,32,left,1,1,0.04601754870830453
2,32,left,2,2,0.04601754870830454
2,32,left,3,3,0.046017548708304545
2,32,left,4,4,0.046017548708304545
2,32,left,5,5,0.04601754870830497
2,1,right,1,5,0.045798202730756264
2,1,right,2,4,0.04579820273075627
2,1,right,3,3,0.045868598733961125
2,1,right,4,2,0.04588117023310711
2,1,right,5,1,0.04588831832360816
2,2,right,1,5,0.04593815369255894
2,2,right,2,4,0.04593815369255895
2,2,right,3,3,0.045969361408400085
2,2,right,4,2,0.04596995001007764
2,2,right,5,1,0.04597012054363009
2,3,right,1,5,0.04598908503219844
2,3,right,2,4,0.04598908503219845
2,3,right,3,3,0.04599884319545779
2,3,right,4,2,0.04599984160730926
2,3,right,5,1,0.04600015668646976
2,4,right,1,5,0.04600672963163735
2,4,right,2,4,0.046006729631637364
2,4,right,3,3,0.04600992548551986
2,4,right,4,2,0.046010524900254875
2,4,right,5,1,0.04601072276142296
2,5,right,1,5,0.04601319586310176
2,5,right,2,4,0.04601319586310178
2,5,right,3,3,0.04601438837001449
2,5,right,4,2,0.04601465956780645
2,5,right,5,1,0.04601474954217859
2,6,right,1,5,0.046015737350322584
2,6,right,2,4,0.046015737350322605
2,6,right,3,3,0.04601621459560607
2,6,right,4,2,0.046016331916122595
2,6,right,5,1,0.04601637069442578
2,7,right,1,5,0.04601677969410586
2,7,right,2,4,0.04601677969410587
2,7,right,3,3,0.04601697792830475
2,7,right,4,2,0.046017028511601284
2,7,right,5,1,0.04601704515776615
2,8,right,1,5,0.046017218213659804
2,8,right,2,4,0.04601721821365981
2,8,right,3,3,0.04601730231615177
2,8,right,4,2,0.04601732420397579
2,8,right,5,1,0.04601733138137261
2,9,right,1,5,0.04601740558772199
2,9,right,2,4,0.04601740558772199
2,9,right,3,3,0.04601744172227436
2,9,right,4,2,0.04601745123170785
2,9,right,5,1,0.04601745434192291
2,10,right,1,5,0.04601748642918155
2,10,right,2,4,0.046017486429181555
2,10,right,3,3,0.04601750207563838
2,10,right,4,2,0.04601750622053044
2,10,right,5,1,0.046017507573717586
2,11,right,1,5,0.04601752152279455
2,11,right,2,4,0.04601752152279456
2,11,right,3,3,0.046017528331124276
2,11,right,4,2,0.04601753014202102
2,11,right,5,1,0.04601753073248838
2,12,right,1,5,0.0460175368174464
2,12,right,2,4,0.046017536817446386
2,12,right,3,3,0.04601753978932357
2,12,right,4,2,0.04601754058180055
2,12,right,5,1,0.046017540839980005
2,13,right,1,5,0.046017543500374805
2,13,right,2,4,0.04601754350037482
2,13,right,3,3,0.04601754480026284
2,13,right,4,2,0.04601754514745206
2,13,right,5,1,0.04601754526049789
2,14,right,1,5,0.0460175464253589
2,14,right,2,4,0.0460175464253589
2,14,right,3,3,0.04601754699468168
2,14,right,4,2,0.04601754714690259
2,14,right,5,1,0.04601754719644736
2,15,right,1,5,0.04601754770697892
2,15,right,2,4,0.04601754770697893
2,15,right,3,3,0.046017547956547604
2,15,right,4,2,0.046017548023320885
2,15,right,5,1,0.04601754804504871
2,16,right,1,5,0.0460175482689457
2,16,right,2,4,0.0460175482689457
2,16,right,3,3,0.04601754837840959
2,16,right,4,2,0.04601754840771029
2,16,right,5,1,0.04601754841724303
2,17,right,1,5,0.046017548515475966
2,17,right,2,4,0.04601754851547597
2,17,right,3,3,0.04601754856350637
2,17,right,4,2,0.046017548576366675
2,17,right,5,1,0.046017548580550204
2,18,right,1,5,0.0460175486236611
2,18,right,2,4,0.0460175486236611
2,18,right,3,3,0.04601754864474108
2,18,right,4,2,0.04601754865038641
2,18,right,5,1,0.04601754865222272
2,19,right,1,5,0.04601754867114601
2,19,right,2,4,0.04601754867114602
2,19,right,3,3,0.04601754868039932
2,19,right,4,2,0.04601754868287772
2,19,right,5,1,0.046017548683683865
2,20,right,1,5,0.04601754869199113
2,20,right,2,4,0.04601754869199113
2,20,right,3,3,0.04601754869605343
2,20,right,4,2,0.04601754869714157
2,20,right,5,1,0.046017548697495504
2,21,right,1,5,0.04601754870114267
2,21,right,2,4,0.04601754870114267
2,21,right,3,3,0.046017548702926174
2,21,right,4,2,0.04601754870340393
2,21,right,5,1,0.04601754870355932
2,22,right,1,5,0.04601754870516065
2,22,right,2,4,0.046017548705160644
2,22,right,3,3,0.046017548705943725
2,22,right,4,2,0.0460175487061535
2,22,right,5,1,0.04601754870622174
2,23,right,1,5,0.0460175487069248
2,23,right,2,4,0.046017548706924816
2,23,right,3,3,0.046017548707268645
2,23,right,4,2,0.04601754870736075
2,23,right,5,1,0.046017548707390714
2,24,right,1,5,0.04601754870769942
2,24,right,2,4,0.046017548707699425
2,24,right,3,3,0.046017548707850374
2,24,right,4,2,0.046017548707890835
2,24,right,5,1,0.04601754870790399
2,25,right,1,5,0.04601754870803955
2,25,right,2,4,0.04601754870803955
2,25,right,3,3,0.04601754870810583
2,25,right,4,2,0.04601754870812358
2,25,right,5,1,0.04601754870812935
2,26,right,1,5,0.046017548708188874
2,26,right,2,4,0.04601754870818889
2,26,right,3,3,0.046017548708218
2,26,right,4,2,0.046017548708225796
2,26,right,5,1,0.046017548708228335
2,27,right,1,5,0.04601754870825448
2,27,right,2,4,0.04601754870825449
2,27,right,3,3,0.046017548708267256
2,27,right,4,2,0.046017548708270684
2,27,right,5,1,0.04601754870827181
2,28,right,1,5,0.04601754870828329
2,28,right,2,4,0.0460175487082833
2,28,right,3,3,0.046017548708288905
2,28,right,4,2,0.04601754870829041
2,28,right,5,1,0.04601754870829092
2,29,right,1,5,0.046017548708295886
2,29,right,2,4,0.0460175487082959
2,29,right,3,3,0.04601754870829837
2,29,right,4,2,0.04601754870829902
2,29,right,5,1,0.046017548708299244
2,30,right,1,5,0.046017548708301464
2,30,right,2,4,0.04601754870830147
2,30,right,3,3,0.046017548708302554
2,30,right,4,2,0.04601754870830283
2,30,right,5,1,0.04601754870830292
2,31,right,1,5,0.046017548708303914
2,31,right,2,4,0.046017548708303914
2,31,right,3,3,0.046017548708304386
2,31,right,4,2,0.0460175487083045
2,31,right,5,1,0.046017548708304545
2,32,right,1,5,0.04601754870830497
2,32,right,2,4,0.046017548708304976
2,32,right,3,3,0.04601754870830519
2,32,right,4,2,0.04601754870830524
2,32,right,5,1,0.04601754870830526
3,1,left,1,1,0.015567476040613792
3,1,left,2,2,0.017269465132243266
3,1,left,3,3,0.04734188206331557
3,1,left,4,4,0.0473917621005483
3,1,left,5,5,0.04787776856649521
3,2,left,1,1,0.04790020927484962
3,2,left,2,2,0.047900209274849614
3,2,left,3,3,0.04790030718509756
3,2,left,4,4,0.047900443812401924
3,2,left,5,5,0.04790044656178658
3,3,left,1,1,0.04790045219276319
3,3,left,2,2,0.047900452192763184
3,3,left,3,3,0.04790045221418461
3,3,left,4,4,0.04790045234476848
3,3,left,5,5,0.04790045234489504
3,4,left,1,1,0.04790045234989114
3,4,left,2,2,0.047900452349891154
3,4,left,3,3,0.04790045234989331
3,4,left,4,4,0.047900452350100486
3,4,left,5,5,0.047900452350101055
3,5,left,1,1,0.04790045235011184
3,5,left,2,2,0.04790045235011183
3,5,left,3,3,0.04790045235011195
3,5,left,4,4,0.047900452350112456
3,5,left,5,5,0.047900452350112435
3,1,right,1,5,0.04787776856649522
3,1,right,2,4,0.04787776856649522
3,1,right,3,3,0.04787936247143025
3,1,right,4,2,0.047879621624770406
3,1,right,5,1,0.047900209274849614
3,2,right,1,5,0.04790044656178658
3,2,right,2,4,0.04790044656178658
3,2,right,3,3,0.04790044657601747
3,2,right,4,2,0.04790045011112474
3,2,right,5,1,0.04790045219276318
3,3,right,1,5,0.04790045234489503
3,3,right,2,4,0.047900452344895046
3,3,right,3,3,0.04790045234489527
3,3,right,4,2,0.04790045234838979
3,3,right,5,1,0.04790045234989115
3,4,right,1,5,0.04790045235010105
3,4,right,2,4,0.047900452350101055
3,4,right,3,3,0.04790045235010106
3,4,right,4,2,0.047900452350106634
3,4,right,5,1,0.04790045235011184
3,5,right,1,5,0.04790045235011243
3,5,right,2,4,0.047900452350112435
3,5,right,3,3,0.047900452350112435
3,5,right,4,2,0.04790045235011248
3,5,right,5,1,0.0479004523501125
