trial,sweep,seg,pos,site,residual
1,1,left,1,1,0.007919244962959806
1,1,left,2,2,0.008084194589678165
1,1,left,3,3,0.0089116208559991
1,1,left,4,4,0.009312408265764427
1,1,left,5,5,0.009663100275881584
1,2,left,1,1,0.011698108708673141
1,2,left,2,2,0.011698108708673147
1,2,left,3,3,0.011716121550981905
1,2,left,4,4,0.013276971516225613
1,2,left,5,5,0.013320408882393383
1,3,left,1,1,0.014048047454227644
1,3,left,2,2,0.014048047454227646
1,3,left,3,3,0.014086144686625437
1,3,left,4,4,0.014298339766193746
1,3,left,5,5,0.014326443590270925
1,4,left,1,1,0.014420881705576273
1,4,left,2,2,0.014420881705576271
1,4,left,3,3,0.014424588544947657
1,4,left,4,4,0.014450182170883398
1,4,left,5,5,0.014452143413746843
1,5,left,1,1,0.014462680282184467
1,5,left,2,2,0.014462680282184469
1,5,left,3,3,0.014463069855651588
1,5,left,4,4,0.01446614358911348
1,5,left,5,5,0.014466304502472709
1,6,left,1,1,0.014467574129593609
1,6,left,2,2,0.014467574129593612
1,6,left,3,3,0.014467615459778071
1,6,left,4,4,0.014468005992120031
1,6,left,5,5,0.014468024952050802
1,7,left,1,1,0.014468186589136366
1,7,left,2,2,0.014468186589136367
1,7,left,3,3,0.014468191157569407
1,7,left,4,4,0.014468242217120073
1,7,left,5,5,0.014468244938965704
1,8,left,1,1,0.014468266098756401
1,8,left,2,2,0.014468266098756401
1,8,left,3,3,0.014468266628803647
1,8,left,4,4,0.014468273389389922
1,8,left,5,5,0.014468273796131435
1,9,left,1,1,0.014468276601902936
1,9,left,2,2,0.014468276601902936
1,9,left,3,3,0.014468276665991256
1,9,left,4,4,0.014468277566196428
1,9,left,5,5,0.014468277626042535
1,10,left,1,1,0.01446827800019423
1,10,left,2,2,0.014468278000194228
1,10,left,3,3,0.014468278008188803
1,10,left,4,4,0.014468278128372342
1,10,left,5,5,0.014468278136965154
1,11,left,1,1,0.014468278186980606
1,11,left,2,2,0.014468278186980604
1,11,left,3,3,0.014468278188000437
1,11,left,4,4,0.014468278204066922
1,11,left,5,5,0.014468278205275284
1,12,left,1,1,0.014468278211968215
1,12,left,2,2,0.014468278211968215
1,12,left,3,3,0.014468278212100354
1,12,left,4,4,0.014468278214249685
1,12,left,5,5,0.014468278214417018
1,13,left,1,1,0.014468278215313053
1,13,left,2,2,0.014468278215313055
1,13,left,3,3,0.014468278215330357
1,13,left,4,4,0.014468278215618012
1,13,left,5,5,0.014468278215640935
1,14,left,1,1,0.014468278215760914
1,14,left,2,2,0.014468278215760914
1,14,left,3,3,0.014468278215763198
1,14,left,4,4,0.014468278215801706
1,14,left,5,5,0.014468278215804826
1,15,left,1,1,0.014468278215820888
1,15,left,2,2,0.014468278215820888
1,15,left,3,3,0.014468278215821192
1,15,left,4,4,0.014468278215826346
1,15,left,5,5,0.01446827821582677
1,16,left,1,1,0.014468278215828924
1,16,left,2,2,0.014468278215828918
1,16,left,3,3,0.01446827821582896
1,16,left,4,4,0.014468278215829649
1,16,left,5,5,0.0144682782158297
1,17,left,1,1,0.014468278215829999
1,17,left,2,2,0.014468278215829999
1,17,left,3,3,0.014468278215830004
1,17,left,4,4,0.014468278215830093
1,17,left,5,5,0.014468278215830101
1,1,right,1,5,0.009663100275881582
1,1,right,2,4,0.009663100275881586
1,1,right,3,3,0.00966311014704981
1,1,right,4,2,0.010198001148653216
1,1,right,5,1,0.011698108708673145
1,2,right,1,5,0.013320408882393381
1,2,right,2,4,0.013320408882393381
1,2,right,3,3,0.013320936465872202
1,2,right,4,2,0.013330552910965892
1,2,right,5,1,0.014048047454227646
1,3,right,1,5,0.014326443590270925
1,3,right,2,4,0.014326443590270927
1,3,right,3,3,0.014326576876900898
1,3,right,4,2,0.014339661047559979
1,3,right,5,1,0.01442088170557627
1,4,right,1,5,0.014452143413746843
1,4,right,2,4,0.014452143413746845
1,4,right,3,3,0.014452155060890697
1,4,right,4,2,0.014454394374632825
1,4,right,5,1,0.014462680282184467
1,5,right,1,5,0.014466304502472709
1,5,right,2,4,0.01446630450247271
1,5,right,3,3,0.014466305472586136
1,5,right,4,2,0.01446665488289366
1,5,right,5,1,0.014467574129593612
1,6,right,1,5,0.014468024952050806
1,6,right,2,4,0.014468024952050804
1,6,right,3,3,0.014468025060015037
1,6,right,4,2,0.014468077432115088
1,6,right,5,1,0.014468186589136366
1,7,right,1,5,0.014468244938965707
1,7,right,2,4,0.014468244938965705
1,7,right,3,3,0.014468244953699812
1,7,right,4,2,0.01446825254876023
1,7,right,5,1,0.014468266098756401
1,8,right,1,5,0.014468273796131434
1,8,right,2,4,0.014468273796131435
1,8,right,3,3,0.014468273798265123
1,8,right,4,2,0.014468274872628856
1,8,right,5,1,0.014468276601902932
1,9,right,1,5,0.014468277626042539
1,9,right,2,4,0.014468277626042535
1,9,right,3,3,0.014468277626350555
1,9,right,4,2,0.014468277775664996
1,9,right,5,1,0.014468278000194228
1,10,right,1,5,0.014468278136965156
1,10,right,2,4,0.014468278136965156
1,10,right,3,3,0.014468278137008858
1,10,right,4,2,0.01446827815751008
1,10,right,5,1,0.014468278186980606
1,11,right,1,5,0.014468278205275286
1,11,right,2,4,0.014468278205275284
1,11,right,3,3,0.014468278205281385
1,11,right,4,2,0.014468278208073207
