trial,sweep,seg,pos,site,residual
3,5,left,5,5,0.06357710826563057
3,5,left,6,6,0.06357711720187925
3,5,left,7,7,0.06357711764039116
3,6,left,1,1,0.06357713551148189
3,6,left,2,2,0.06357713551148186
3,6,left,3,3,0.06357714178763979
3,6,left,4,4,0.06357714184375483
3,6,left,5,5,0.0635771418579571
3,6,left,6,6,0.06357714234994229
3,6,left,7,7,0.06357714235742126
3,7,left,1,1,0.06357714504328915
3,7,left,2,2,0.06357714504328914
3,7,left,3,3,0.06357714606040811
3,7,left,4,4,0.06357714606941219
3,7,left,5,5,0.06357714607188353
3,7,left,6,6,0.06357714610905145
3,7,left,7,7,0.06357714610905668
3,8,left,1,1,0.06357714653416716
3,8,left,2,2,0.06357714653416716
3,8,left,3,3,0.06357714669811135
3,8,left,4,4,0.06357714669955686
3,8,left,5,5,0.0635771467003002
3,8,left,6,6,0.06357714670407638
3,8,left,7,7,0.06357714670414007
3,9,left,1,1,0.06357714677217374
3,9,left,2,2,0.06357714677217376
3,9,left,3,3,0.0635771467985365
3,9,left,4,4,0.06357714679876855
3,9,left,5,5,0.06357714679892365
3,9,left,6,6,0.0635771467993981
3,9,left,7,7,0.06357714679941842
3,10,left,1,1,0.0635771468103312
3,10,left,2,2,0.06357714681033118
3,10,left,3,3,0.06357714681456592
3,10,left,4,4,0.06357714681460318
3,10,left,5,5,0.06357714681463102
3,10,left,6,6,0.06357714681469849
3,10,left,7,7,0.0635771468147027
3,11,left,1,1,0.06357714681645396
3,11,left,2,2,0.06357714681645395
3,11,left,3,3,0.06357714681713386
3,11,left,4,4,0.06357714681713984
3,11,left,5,5,0.06357714681714452
3,11,left,6,6,0.06357714681715476
3,11,left,7,7,0.06357714681715551
3,12,left,1,1,0.0635771468174366
3,12,left,2,2,0.06357714681743659
3,12,left,3,3,0.06357714681754575
3,12,left,4,4,0.0635771468175467
3,12,left,5,5,0.06357714681754746
3,12,left,6,6,0.06357714681754907
3,12,left,7,7,0.0635771468175492
3,13,left,1,1,0.06357714681759427
3,13,left,2,2,0.06357714681759427
3,13,left,3,3,0.06357714681761181
3,13,left,4,4,0.06357714681761195
3,13,left,5,5,0.06357714681761208
3,13,left,6,6,0.06357714681761235
3,13,left,7,7,0.06357714681761237
3,14,left,1,1,0.0635771468176196
3,14,left,2,2,0.06357714681761958
3,14,left,3,3,0.06357714681762239
3,14,left,4,4,0.06357714681762242
3,14,left,5,5,0.06357714681762242
3,14,left,6,6,0.06357714681762247
3,14,left,7,7,0.06357714681762248
3,15,left,1,1,0.06357714681762364
3,15,left,2,2,0.06357714681762365
3,15,left,3,3,0.0635771468176241
3,15,left,4,4,0.06357714681762411
3,15,left,5,5,0.06357714681762408
3,15,left,6,6,0.0635771468176241
3,15,left,7,7,0.06357714681762411
3,1,right,1,7,0.06207426956708679
3,1,right,2,6,0.06207426956708678
3,1,right,3,5,0.062096277809916195
3,1,right,4,4,0.062429094507517296
3,1,right,5,3,0.06325514578399602
3,1,right,6,2,0.06325840928662818
3,1,right,7,1,0.06326948651907939
3,2,right,1,7,0.06351760351474807
3,2,right,2,6,0.06351760351474807
3,2,right,3,5,0.06351772569678484
3,2,right,4,4,0.06351831536378655
3,2,right,5,3,0.06356192220912793
3,2,right,6,2,0.06356206272299594
3,2,right,7,1,0.06356519706350991
3,3,right,1,7,0.0635744262060394
3,3,right,2,6,0.0635744262060394
3,3,right,3,5,0.0635744306986013
3,3,right,4,4,0.06357443952739265
3,3,right,5,3,0.06357584100546
3,3,right,6,2,0.06357584329953431
3,3,right,7,1,0.06357642367609591
3,4,right,1,7,0.06357692246875309
3,4,right,2,6,0.06357692246875309
3,4,right,3,5,0.06357692306185043
3,4,right,4,4,0.06357692368256064
3,4,right,5,3,0.06357697034137844
3,4,right,6,2,0.06357697040692988
3,4,right,7,1,0.06357706869505594
3,5,right,1,7,0.06357711764039116
3,5,right,2,6,0.06357711764039116
3,5,right,3,5,0.06357711766330386
3,5,right,4,4,0.06357711768720278
3,5,right,5,3,0.06357711937614793
3,5,right,6,2,0.06357711938067319
3,5,right,7,1,0.06357713551148188
3,6,right,1,7,0.06357714235742126
3,6,right,2,6,0.06357714235742126
3,6,right,3,5,0.06357714235781221
3,6,right,4,4,0.06357714235842488
3,6,right,5,3,0.06357714242859668
3,6,right,6,2,0.06357714242920609
3,6,right,7,1,0.06357714504328914
3,7,right,1,7,0.06357714610905667
3,7,right,2,6,0.06357714610905668
3,7,right,3,5,0.06357714610905693
3,7,right,4,4,0.06357714610907689
3,7,right,5,3,0.06357714611272103
3,7,right,6,2,0.0635771461128194
3,7,right,7,1,0.06357714653416716
3,8,right,1,7,0.06357714670414005
3,8,right,2,6,0.06357714670414007
3,8,right,3,5,0.06357714670414338
3,8,right,4,4,0.0635771467041475
3,8,right,5,3,0.06357714670440368
3,8,right,6,2,0.0635771467044198
3,8,right,7,1,0.06357714677217376
3,9,right,1,7,0.06357714679941845
3,9,right,2,6,0.06357714679941842
3,9,right,3,5,0.06357714679941948
3,9,right,4,4,0.06357714679942045
3,9,right,5,3,0.063577146799445
3,9,right,6,2,0.0635771467994476
3,9,right,7,1,0.06357714681033119
3,10,right,1,7,0.06357714681470268
3,10,right,2,6,0.06357714681470268
3,10,right,3,5,0.06357714681470289
3,10,right,4,4,0.06357714681470308
3,10,right,5,3,0.06357714681470607
3,10,right,6,2,0.0635771468147065
3,10,right,7,1,0.06357714681645395
3,11,right,1,7,0.06357714681715551
3,11,right,2,6,0.06357714681715551
3,11,right,3,5,0.06357714681715555
3,11,right,4,4,0.06357714681715558
3,11,right,5,3,0.06357714681715602
3,11,right,6,2,0.06357714681715608
3,11,right,7,1,0.0635771468174366
3,12,right,1,7,0.0635771468175492
3,12,right,2,6,0.0635771468175492
3,12,right,3,5,0.0635771468175492
3,12,right,4,4,0.06357714681754918
3,12,right,5,3,0.06357714681754924
3,12,right,6,2,0.06357714681754927
3,12,right,7,1,0.06357714681759427
3,13,right,1,7,0.06357714681761235
3,13,right,2,6,0.06357714681761237
3,13,right,3,5,0.06357714681761235
3,13,right,4,4,0.06357714681761234
3,13,right,5,3,0.06357714681761235
3,13,right,6,2,0.06357714681761235
3,13,right,7,1,0.0635771468176196
3,14,right,1,7,0.06357714681762248
3,14,right,2,6,0.0635771468176225
3,14,right,3,5,0.0635771468176225
3,14,right,4,4,0.0635771468176225
3,14,right,5,3,0.0635771468176225
3,14,right,6,2,0.06357714681762248
3,14,right,7,1,0.06357714681762365
3,15,right,1,7,0.06357714681762411
3,15,right,2,6,0.06357714681762411
3,15,right,3,5,0.0635771468176241
3,15,right,4,4,0.06357714681762408
3,15,right,5,3,0.0635771468176241
3,15,right,6,2,0.06357714681762408
3,15,right,7,1,0.0635771468176243
